XID,P_ANY,P_I,SERVS_RA,SERVS_DEC,VIDEO_RA,VIDEO_DEC,CFHTLS_RA,CFHTLS_RA,HSC_RA,HSC_DEC,SERVS_ID,VIDEO_ID,CFHT_ID,HSC_ID,SERVS_SEP,VIDEO_SEP,CFHT_SEP,HSC_SEP,SERVS_MAG1,SERVS_MAG2,SERVS_MAG1_ERR,SERVS_MAG2_ERR,VIDEO_YMAG,VIDEO_YMAGERR,VIDEO_JMAG,VIDEO_JMAGERR,VIDEO_HMAG,VIDEO_HMAGERR,VIDEO_KSMAG,VIDEO_KSMAGERR,CFHT_UMAG,CFHT_UMAGERR,CFHT_GMAG,CFHT_GMAGERR,CFHT_RMAG,CFHT_RMAGERR,CFHT_IMAG,CFHT_IMAGERR,CFHT_ZMAG,CFHT_ZMAGERR,HSC_GMAG,HSC_GMAGERR,HSC_RMAG,HSC_RMAGERR,HSC_IMAG,HSC_IMAGERR,HSC_ZMAG,HSC_ZMAGERR,HSC_YMAG,HSC_YMAGERR,MATCH_FLAG
XMM00018,0.5407204031944275,0.8535810112953186,34.20942306518555,-4.564027309417725,34.209434509277344,-4.56402063369751,34.20943832397461,34.20943832397461,34.209407806396484,-4.564040184020996,564401.0,644246264623,1105_029367,37485130234732059,2.4097375869750977,2.355184555053711,2.3423643112182617,2.475703716278076,21.066066625740355,20.829630322670276,0.03794306346716798,0.030610183442092154,23.21044921875,0.05326420068740845,-99.0,-99.0,22.10173797607422,0.03799058124423027,21.70378303527832,0.0279939454048872,24.438, 0.085,24.258, 0.050,23.952, 0.067,-99.0,-99.0,23.791, 0.167,24.2639103,0.028752116499999997,24.097696300000003,0.0451292619,-99.0,-99.0,23.251401899999998,0.0377613716,23.3619232,0.0843069702,1
XMM00019,0.006012305151671171,0.6284126043319702,-99.0,-99.0,-99.0,-99.0,34.210880279541016,34.210880279541016,-99.0,-99.0,-99.0,-99,1114_052532,-99,-99.0,-99.0,2.4415082931518555,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,25.193, 0.168,24.808, 0.089,24.799, 0.179,-99.0,-99.0,24.063, 0.244,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1
XMM00020,0.8835247159004211,0.7306320071220398,34.211883544921875,-5.193546772003174,34.21192169189453,-5.1934685707092285,34.21192169189453,34.21192169189453,34.211917877197266,-5.1934895515441895,305997.0,644246072769,1114_105749,37485117349844095,3.3728489875793457,3.686312675476074,3.529893398284912,3.612600803375244,18.314064683494486,18.387161115519184,0.003919661852335753,0.003490272478344967,18.00284767150879,0.003484898479655385,-99.0,-99.0,17.547346115112305,0.0030267424881458282,17.362964630126953,0.0027900750283151865,21.164, 0.006,20.235, 0.002,19.486, 0.002,-99.0,-99.0,18.821, 0.002,19.6320229,0.00111935765,18.809577899999997,0.000847811461,-99.0,-99.0,17.9296131,0.000853227742,17.794340100000003,0.0015702021799999999,1
XMM00021,0.997200071811676,0.985869288444519,34.21188735961914,-5.312829971313477,34.211917877197266,-5.312892913818359,34.211952209472656,34.211952209472656,34.21192932128906,-5.31292724609375,254858.0,644246037070,1114_074924,37485113054880797,1.39513099193573,1.2746853828430176,1.2329411506652832,1.2164313793182373,19.989667999955934,20.180062965456578,0.008915972861781939,0.01719709341416612,21.120752334594727,0.0185642633587122,-99.0,-99.0,20.48117446899414,0.014350194483995438,20.231054306030273,0.013348701409995556,23.744, 0.044,23.367, 0.022,22.799, 0.023,-99.0,-99.0,21.667, 0.028,23.902195000000003,0.0196832716,22.869556399999997,0.014406894299999999,-99.0,-99.0,21.5860271,0.00921116676,21.3061466,0.0160869937,1
XMM00022,0.851334273815155,0.9631391763687134,34.21387481689453,-4.356435298919678,34.213905334472656,-4.3564019203186035,34.213905334472656,34.213905334472656,34.21388244628906,-4.356409072875977,636046.0,644246326455,1105_075228,38549431720608630,3.4849631786346436,3.4817748069763184,3.4817748069763184,3.436108112335205,19.83865797752555,20.22136695276925,0.013051825057686917,0.01768884456572316,21.32838249206543,0.017634820193052292,-99.0,-99.0,20.51030158996582,0.013154694810509682,20.042333602905273,0.010528777725994587,25.699, 0.269,24.384, 0.060,23.269, 0.037,-99.0,-99.0,21.715, 0.030,24.129364000000002,0.0267224275,22.9386768,0.0163163226,-99.0,-99.0,21.627475699999998,0.0128117064,21.3020515,0.0204927567,1
XMM00023,0.1519155651330948,0.38959649205207825,34.21510314941406,-5.416597843170166,34.215152740478516,-5.416572570800781,34.21516418457031,34.21516418457031,34.21514129638672,-5.416584491729736,214037.0,644246007659,1114_051188,37485113054858273,5.969359397888184,6.146154880523682,6.026828765869141,6.082448959350586,20.6912548238411,20.923203274869486,0.027368414161052065,0.02883508378341403,21.15296745300293,0.018479062244296074,-99.0,-99.0,20.71168708801269,0.014911903068423271,20.41999053955078,0.013960074633359907,24.655, 0.125,23.563, 0.029,22.397, 0.020,-99.0,-99.0,21.564, 0.027,23.376882600000002,0.0137656946,22.244754800000003,0.008686291990000001,-99.0,-99.0,21.280735,0.0073682377099999995,21.116840399999997,0.014753134,2
XMM00023,0.1519155651330948,0.4120561480522156,34.21387481689453,-5.419016361236572,34.21387481689453,-5.4188737869262695,34.21388244628906,34.21388244628906,34.21385955810547,-5.418886661529541,212695.0,644246007048,1114_050610,37485113054858184,3.866224765777588,3.380890369415283,3.541901111602783,3.445665121078491,20.95181126354732,20.89532126547345,0.03392215674206906,0.027266852453115158,22.78217697143555,0.04167921468615532,-99.0,-99.0,21.824787139892575,0.02941196039319038,21.56693458557129,0.02624475210905075,25.408, 0.205,25.067, 0.100,24.612, 0.141,-99.0,-99.0,24.604, 0.403,24.8359013,0.046851534400000006,24.508562100000002,0.0620346554,-99.0,-99.0,23.338995,0.0430880301,22.653886800000002,0.0549251959,1
XMM00024,0.47880080342292786,0.8784622550010681,34.215126037597656,-4.9384846687316895,34.21514129638672,-4.9385151863098145,34.21512985229492,34.21512985229492,34.2150993347168,-4.938520431518555,403701.0,644246148195,1114_169604,37485121644797433,3.9489567279815674,4.061086177825928,4.066524505615234,4.07871150970459,20.480767393729955,20.23431407308575,0.01848331811036716,0.01535301196485871,23.051179885864254,0.03927002474665642,-99.0,-99.0,21.79320335388184,0.023847395554184917,21.30091857910156,0.01993325911462307,26.040, 0.378,25.385, 0.152,24.863, 0.157,-99.0,-99.0,24.745, 0.448,25.121236800000002,0.0731514394,24.729772600000004,0.0954836383,-99.0,-99.0,23.528301199999998,0.048945903799999996,23.2599373,0.08250203730000001,1
XMM00025,0.98749840259552,0.9778354167938232,34.2143440246582,-4.3895111083984375,34.21432876586914,-4.389477729797363,34.21433639526367,34.21433639526367,34.21431350708008,-4.389477252960205,629197.0,644246320661,1105_069306,38549427425668504,4.376622676849365,4.329300403594971,4.341333866119385,4.363938808441162,17.752591259491588,17.96126198284788,0.0030008588768344474,0.003413470072873801,17.35045051574707,0.002699478529393673,-99.0,-99.0,16.918706893920902,0.0022946144454181194,16.689506530761722,0.0020639877766370773,21.688, 0.010,20.283, 0.002,19.143, 0.002,-99.0,-99.0,18.321, 0.002,19.4801044,0.0010852754300000001,18.2540455,0.000662218779,-99.0,-99.0,17.383308399999997,0.000701831537,17.2106342,0.0010843568,1
XMM00026,0.02450658567249775,0.7496035695075989,34.215633392333984,-3.9172959327697754,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,707891.0,-99,-99,-99,3.892267942428589,-99.0,-99.0,-99.0,20.707774235698274,20.382047813535273,0.03851613397036848,0.034876760735779326,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99,-99,-99,-99,-99,-99.0,-99.0,-99,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1
XMM00027,0.7387751340866089,0.9384662508964539,34.2166862487793,-4.087985515594482,-99.0,-99.0,34.21669006347656,34.21669006347656,34.21669387817383,-4.088014125823975,693810.0,-99,1105_135703,38549436015600762,2.8069119453430176,-99.0,2.796076774597168,2.79351806640625,19.965223098991736,19.579624786061935,0.011887908280177478,0.01250654989871002,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,25.063, 0.163,24.396, 0.059,24.087, 0.075,-99.0,-99.0,23.223, 0.126,24.248413100000004,0.028913330299999998,24.0311813,0.0415664539,-99.0,-99.0,22.836841600000003,0.029478481,22.795845,0.058714393499999996,1
XMM00028,0.9751548171043396,0.9914768934249878,-99.0,-99.0,34.21794891357422,-5.601497650146484,34.217979431152344,34.217979431152344,34.21794891357422,-5.6015143394470215,-99.0,644245953994,1114_007026,37485108759908109,-99.0,2.078709602355957,2.2490508556365967,2.1143856048583984,-99.0,-99.0,-99.0,-99.0,21.079748153686523,0.020893031731247902,-99.0,-99.0,20.160463333129886,0.01167641393840313,19.892658233642575,0.01031151320785284,23.026, 0.025,22.740, 0.014,22.175, 0.013,-99.0,-99.0,21.722, 0.028,22.600193,0.0055261068000000005,22.0513554,0.00577212544,-99.0,-99.0,21.6418591,0.00769978762,21.328907,0.0147692775,1
XMM00029,0.45317110419273376,0.7659890055656433,34.21800231933594,-4.059659004211426,-99.0,-99.0,34.217987060546875,34.217987060546875,-99.0,-99.0,704237.0,-99,1105_139938,-99,0.40932297706604004,-99.0,0.09615959227085114,-99.0,13.774600206839438,14.696193152113992,0.00034839164942801595,0.005000163099942018,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,16.581, 0.001,15.734, 0.001,15.080, 0.001,-99.0,-99.0,14.280, 0.001,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1
XMM00030,0.9936363101005554,0.9803609848022461,34.218875885009766,-5.3751912117004395,34.21882629394531,-5.3750715255737305,34.218849182128906,34.218849182128906,34.21882247924805,-5.375101089477539,230497.0,644246019718,1114_060671,37485113054877758,1.7373977899551392,1.8681635856628418,1.7868212461471558,1.7844537496566772,19.349359052093753,19.37552071877277,0.007381960217033419,0.008744096655005395,20.757551193237305,0.014871051535010338,-99.0,-99.0,20.142194747924805,0.011396552436053751,19.806644439697266,0.009787999093532562,24.504, 0.114,23.911, 0.054,22.903, 0.031,-99.0,-99.0,21.469, 0.030,23.5943146,0.0184622128,22.5958805,0.013525251299999999,-99.0,-99.0,21.0920544,0.0072830948,20.9858627,0.0140361236,1
XMM00031,0.704413652420044,0.8375274538993835,34.21809005737305,-4.2924065589904785,34.21812057495117,-4.292396545410156,34.21812057495117,34.21812057495117,34.21809768676758,-4.292434215545654,653512.0,644246345173,1105_090122,38549431720633354,3.3220365047454834,3.2301042079925537,3.217278003692627,3.390390396118164,19.29640001180156,19.550720852867734,0.0083932714022431,0.009997245386767339,20.68606185913086,0.0119304321706295,-99.0,-99.0,20.133604049682614,0.010070271790027618,19.744112014770508,0.00840972550213337,24.152, 0.066,23.077, 0.018,22.014, 0.012,-99.0,-99.0,21.292, 0.022,23.7335033,0.0184236076,23.087123899999998,0.0183130875,-99.0,-99.0,21.161609600000002,0.007405533459999999,20.905735,0.013570872099999999,1
XMM00032,0.958283007144928,0.9960237145423889,-99.0,-99.0,-99.0,-99.0,34.21945571899414,34.21945571899414,34.219425201416016,-5.684072494506836,-99.0,-99,1123_211038,37485104464928184,-99.0,-99.0,2.0319418907165527,2.0351054668426514,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,21.159, 0.006,20.479, 0.002,20.732, 0.004,-99.0,-99.0,20.410, 0.007,20.5516701,0.0014588211199999999,20.4358425,0.00168693892,-99.0,-99.0,20.1852779,0.0032549276899999998,20.215375899999998,0.00589078804,1
XMM00033,0.11702731251716614,0.21536529064178467,-99.0,-99.0,-99.0,-99.0,34.21975326538086,34.21975326538086,-99.0,-99.0,-99.0,-99,1114_087133,-99,-99.0,-99.0,1.5964666604995728,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,23.252, 0.036,22.921, 0.018,23.126, 0.031,-99.0,-99.0,22.676, 0.072,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2
