,iauname,ra,dec,ep_5_flux,ep_5_flux_err,ep_9_flux,ep_8_flux
156,4XMM J170356.7-375038,255.98635357326,-37.844017432855,6.291571e-10,1.2879653e-12,7.332956e-11,7.490816e-10
157,4XMM J175108.5-305740,267.78572480459,-30.961373230405,2.1781024e-10,5.0582704e-13,7.3379684e-11,3.4875758e-10
158,4XMM J054134.1-682548,85.393259111467,-68.43006037559,2.225785e-10,2.1745778e-12,7.3751276e-11,3.125596e-10
159,4XMM J174605.1-293053,266.52128212463,-29.514928135356,8.2113266e-10,2.8900046e-12,7.450516e-11,9.743899e-10
160,4XMM J074833.7-674507,117.14061175918,-67.751998059836,1.1970935e-10,1.7969456e-13,7.64767e-11,2.1631343e-10
161,4XMM J162802.8-491154,247.01156514244,-49.198463829437,7.482541e-10,3.794749e-13,7.78378e-11,9.117025e-10
162,4XMM J162802.8-491154,247.01160702914,-49.199623494981,8.617716e-10,2.6005435e-12,8.030273e-11,9.920594e-10
163,4XMM J053249.4-662212,83.207073762792,-66.370207347144,1.39847e-10,1.4205842e-13,8.133649e-11,2.403462e-10
164,4XMM J174605.3-293054,266.52149584127,-29.515052263736,9.938735e-10,2.073488e-12,8.220765e-11,1.1694331e-09
165,4XMM J180129.8-203114,270.37437798125,-20.520611526667,2.7533023e-10,3.4631482e-12,8.293923e-11,4.4996334e-10
166,4XMM J181431.5-170859,273.63053357595,-17.148662110168,3.4447334e-10,2.389242e-12,8.7331586e-11,4.8544524e-10
167,4XMM J181432.7-170928,273.63747016667,-17.159187118884,2.805115e-10,1.6755168e-12,8.7333564e-11,4.1265566e-10
168,4XMM J162802.8-491154,247.01187498637,-49.198409390445,6.5356603e-10,6.409808e-13,8.769042e-11,8.1834556e-10
169,4XMM J171137.2-380705,257.90514889072,-38.118240628296,3.5343004e-10,1.1858408e-12,8.800611e-11,5.0543203e-10
170,4XMM J162802.8-491154,247.01174715087,-49.198530551392,7.3057915e-10,1.0446851e-12,8.910611e-11,8.906556e-10
171,4XMM J214438.2+381950,326.15920954277,38.330571068185,2.0468051e-10,2.3583407e-12,9.054337e-11,4.1986947e-10
172,4XMM J182546.6-370618,276.4441813492,-37.105250490542,3.048358e-10,6.8252364e-13,9.091475e-11,4.2694842e-10
173,4XMM J175113.4-303723,267.8059027768,-30.623300580013,2.1681851e-10,7.9269284e-13,9.169422e-11,3.3732964e-10
174,4XMM J232315.9+584923,350.81627153481,58.823101700716,1.4283602e-10,2.4993705e-12,9.480891e-11,3.369372e-10
175,4XMM J002903.0+593418,7.2626574462167,59.572014479766,1.3213325e-10,3.5335447e-13,9.707924e-11,2.4444347e-10
176,4XMM J182432.3-245206,276.135114715,-24.868029763194,1.640766e-10,2.838504e-13,9.9133965e-11,2.7995675e-10
177,4XMM J181430.2-170906,273.62755389666,-17.15155122146,4.403135e-10,3.331467e-12,9.932157e-11,5.6082733e-10
178,4XMM J090206.9-403316,135.52879933114,-40.554779556237,1.0097687e-09,7.05121e-13,1.0298883e-10,1.1828772e-09
179,4XMM J052029.9-693155,80.125653076804,-69.531618735099,2.4379584e-10,4.863601e-12,1.0309396e-10,3.6661743e-10
180,4XMM J175328.1-012704,268.36810005288,-1.451544252788,1.0695634e-10,6.1100647e-13,1.0359168e-10,2.1055954e-10
181,4XMM J175108.5-305740,267.78546219545,-30.961345650093,2.2022097e-10,3.9641066e-13,1.0420664e-10,3.6100717e-10
182,4XMM J182432.3-245206,276.13473654941,-24.868679984465,1.747132e-10,4.620121e-13,1.0508736e-10,2.9781652e-10
183,4XMM J170854.3-440608,257.22632055443,-44.102336643685,3.0109723e-10,6.755051e-13,1.0713735e-10,4.8487875e-10
184,4XMM J170249.1-484723,255.70580330059,-48.790086251719,1.5754559e-10,2.3990665e-13,1.0766181e-10,2.9276534e-10
185,4XMM J191116.0+003505,287.81699862742,0.58480034648623,1.4207405e-10,6.6817857e-13,1.0827781e-10,2.7701225e-10
186,4XMM J053249.4-662212,83.206337361817,-66.37095057411,1.8874573e-10,5.290127e-13,1.0960817e-10,3.2346895e-10
187,4XMM J005642.4+604300,14.177567509719,60.716641274465,1.4122535e-10,2.5393573e-13,1.1174734e-10,2.740576e-10
188,4XMM J180133.8-203123,270.39090779038,-20.52320167243,3.0899155e-10,2.9986226e-12,1.120553e-10,4.895547e-10
189,4XMM J203225.7+405730,308.10707862148,40.957896448954,9.462386e-10,2.4616446e-12,1.1317083e-10,1.1284796e-09
190,4XMM J182546.8-370618,276.44505955886,-37.105286478605,3.4761063e-10,6.020711e-13,1.1365838e-10,4.927235e-10
191,4XMM J180112.3-254436,270.30201068181,-25.743482768347,3.8160514e-10,9.284992e-13,1.1491395e-10,5.7482996e-10
192,4XMM J165749.7+352032,254.4573144398,35.342405742524,4.1851456e-10,1.7245763e-12,1.1553731e-10,5.7413096e-10
193,4XMM J165812.8-424153,254.55337802258,-42.698311783661,7.840937e-10,1.0784009e-12,1.1600575e-10,9.889335e-10
194,4XMM J005642.4+604300,14.176681501394,60.716622346361,1.2051546e-10,3.1515852e-13,1.1614311e-10,2.5392824e-10
195,4XMM J203225.7+405730,308.10772509541,40.958240828432,9.134864e-10,3.4041023e-12,1.1690755e-10,1.0985718e-09
196,4XMM J170258.5-484800,255.74399871208,-48.80017298997,1.0167368e-10,5.8654167e-12,1.1754832e-10,4.5351756e-10
197,4XMM J181334.0-093158,273.39176837004,-9.5330116192767,2.3773858e-10,8.9367516e-13,1.17997e-10,3.8858894e-10
198,4XMM J053249.4-662212,83.20468810563,-66.370023698308,1.8747522e-10,5.2369795e-13,1.2127646e-10,3.410481e-10
199,4XMM J092418.1-314217,141.07559476506,-31.704811051555,1.2281819e-10,7.4113177e-13,1.2368438e-10,2.6353264e-10
200,4XMM J162038.3-153939,245.15959935488,-15.660881325467,2.5464375e-10,3.1840253e-12,1.2744865e-10,3.7471048e-10
201,4XMM J165749.7+352032,254.45755964113,35.342371931776,3.1757685e-10,1.0383848e-12,1.282538e-10,4.836792e-10
202,4XMM J165811.8-424153,254.54939444309,-42.698266864227,8.1550244e-10,1.302158e-12,1.3209843e-10,1.0386685e-09
203,4XMM J035522.9+310244,58.845741930855,31.045781377844,3.1825503e-10,8.0245137e-13,1.3504727e-10,5.059076e-10
204,4XMM J232312.6+584830,350.80372391789,58.809016364492,2.3136622e-10,1.6356647e-12,1.4066989e-10,4.9485843e-10
205,4XMM J232323.8+584740,350.84852721839,58.794980829572,1.3955105e-10,1.5078183e-12,1.4362889e-10,2.6051122e-10
206,4XMM J035522.9+310244,58.845786761278,31.045941046069,3.0607836e-10,2.0967573e-13,1.4438557e-10,4.9770293e-10
207,4XMM J180407.6-342054,271.03202642399,-34.348384142585,6.0910665e-10,3.060047e-12,1.4462338e-10,1.0737339e-09
208,4XMM J170907.6-362425,257.28187816461,-36.407007607452,3.3631695e-10,9.46244e-13,1.5054225e-10,5.349448e-10
209,4XMM J122906.6+020308,187.27791858681,2.0522313934578,1.1158911e-10,2.130833e-13,1.5237824e-10,2.8683375e-10
210,4XMM J165811.8-424153,254.55085471086,-42.698411897159,8.9849467e-10,1.8126956e-12,1.5807519e-10,1.1839987e-09
211,4XMM J175012.7-370308,267.55293003691,-37.051878835088,4.3615797e-10,2.801073e-13,1.5891359e-10,7.6694284e-10
212,4XMM J203225.7+405730,308.10735174915,40.958768422274,1.0421422e-09,2.3922437e-12,1.6282992e-10,1.2947285e-09
213,4XMM J055646.2-331026,89.193092680666,-33.176176902805,2.97722e-10,1.2027841e-12,1.6360209e-10,8.604053e-10
214,4XMM J165220.3-452039,253.08485883792,-45.344433766532,2.4968036e-10,7.013121e-13,1.6411623e-10,5.1466065e-10
215,4XMM J165749.7+352032,254.45755401689,35.342180330556,3.7132328e-10,1.5001397e-12,1.6429962e-10,5.8204747e-10
216,4XMM J011705.0-732636,19.270322147058,-73.443537539279,3.513539e-10,7.675617e-13,1.6567595e-10,5.4788224e-10
217,4XMM J170907.6-362425,257.28178190747,-36.407267893889,3.6255157e-10,8.8259933e-13,1.659465e-10,5.805951e-10
218,4XMM J170634.5+235818,256.64406360294,23.972003986895,3.729918e-10,1.0102405e-12,1.6879488e-10,5.9842487e-10
219,4XMM J135716.8-093237,209.32014685834,-9.5437789588539,1.5302346e-10,6.3428104e-13,1.7397621e-10,3.5469488e-10
220,4XMM J170945.8-362758,257.44119383523,-36.466053197635,1.6244146e-10,7.304213e-13,1.8240513e-10,4.0440568e-10
221,4XMM J055646.2-331026,89.192982034148,-33.174176319869,1.747873e-10,7.3356723e-13,1.8659115e-10,3.7866438e-10
222,4XMM J170206.5-295644,255.52677214996,-29.945977133046,3.052477e-10,4.1472373e-13,1.8884433e-10,5.8743493e-10
223,4XMM J165811.5-424200,254.54806444347,-42.700273393707,1.7279688e-09,1.3653207e-12,1.9235902e-10,2.2026858e-09
224,4XMM J182340.5-302051,275.91896585497,-30.347528926943,2.2185537e-10,2.1755033e-12,2.0333843e-10,4.8712534e-10
225,4XMM J031948.2+413038,49.95123339665,41.51088292867,1.1226604e-10,4.0919143e-13,2.1516182e-10,3.4046127e-10
226,4XMM J053431.0+215827,83.629185381777,21.974241669481,1.9623254e-10,1.3676668e-11,2.2095875e-10,4.1673467e-10
227,4XMM J165749.8+352030,254.4579165575,35.342504126762,7.075426e-10,2.098669e-12,2.2502591e-10,1.2423444e-09
228,4XMM J024340.4+612602,40.918518193103,61.433928566492,8.4876123e-10,2.9041702e-12,2.2906935e-10,1.1410642e-09
229,4XMM J011705.0-732636,19.270512733281,-73.443301884962,4.800159e-10,9.219142e-13,2.353481e-10,7.557833e-10
230,4XMM J170249.1-484723,255.70254214583,-48.789505232453,3.3970904e-10,4.6985674e-13,2.3583946e-10,6.0620586e-10
231,4XMM J165749.8+352030,254.45743588061,35.340808232207,3.807255e-10,3.0463835e-12,2.3615662e-10,6.784856e-10
232,4XMM J175013.1-064228,267.55454938873,-6.7077635404337,1.6306312e-10,7.941506e-13,2.4028796e-10,4.292513e-10
233,4XMM J170945.8-362758,257.44085569911,-36.466196424925,2.9085656e-10,1.6993133e-12,2.4785113e-10,6.33189e-10
234,4XMM J170356.7-375038,255.98727031347,-37.843811474632,1.1587618e-09,1.9911089e-12,2.498319e-10,1.490589e-09
235,4XMM J170249.1-484723,255.70427912018,-48.78958052946,3.5444225e-10,5.6230996e-13,2.5000582e-10,6.383239e-10
236,4XMM J194935.5+301226,297.39858028483,30.206459992423,8.049344e-10,4.0127654e-12,2.5367236e-10,1.2607401e-09
237,4XMM J232312.6+584830,350.80308633352,58.808370845171,1.4761103e-10,9.976476e-13,2.5391386e-10,4.4601697e-10
238,4XMM J232312.6+584830,350.80519903057,58.807440841009,1.3019148e-10,1.3028924e-12,2.5801075e-10,3.9678905e-10
239,4XMM J011705.0-732636,19.270707031135,-73.443603586955,5.277472e-10,9.943694e-13,2.6185407e-10,8.338742e-10
240,4XMM J053938.8-694435,84.912532692929,-69.74324296589,3.5515813e-10,1.8883064e-12,2.6376137e-10,7.071803e-10
241,4XMM J180112.3-254436,270.30077596305,-25.743224994637,3.3230685e-10,8.0899355e-13,2.649896e-10,7.3306183e-10
242,4XMM J173157.6-335000,262.99041213076,-33.833577702186,1.0351084e-09,3.1929418e-12,2.6618951e-10,1.4599714e-09
243,4XMM J175012.7-370308,267.55299634444,-37.052436624875,4.337684e-10,3.794203e-13,2.670415e-10,7.5090967e-10
244,4XMM J181430.0-170900,273.62513663115,-17.150271394585,1.0269581e-10,2.7659767e-12,2.7148006e-10,1.606831e-10
245,4XMM J175012.7-370308,267.55318317177,-37.052237840558,4.1475548e-10,9.905046e-13,2.7154412e-10,7.3527384e-10
246,4XMM J182928.1-234748,277.36721777405,-23.796698181438,5.623755e-10,1.1295901e-12,2.7337932e-10,9.316677e-10
247,4XMM J182022.0+071108,275.09180713531,7.1856990099803,2.6618244e-10,9.851206e-13,2.7482241e-10,5.691865e-10
248,4XMM J031948.2+413038,49.95113992929,41.510260219879,1.2544724e-10,1.0229376e-12,2.782587e-10,4.122075e-10
249,4XMM J232312.6+584830,350.8041597063,58.80854835882,1.5636463e-10,7.3926314e-13,2.7835162e-10,4.748945e-10
250,4XMM J232321.9+584803,350.83999529335,58.800982979889,1.3444607e-10,6.997297e-13,2.801371e-10,2.8257222e-10
251,4XMM J232323.0+585020,350.84539514955,58.838300761469,1.9418339e-10,3.9250203e-13,2.8535604e-10,1.1873995e-09
252,4XMM J061707.5+090813,94.281301821206,9.137033619993,1.6634216e-10,1.1326273e-12,2.8732866e-10,4.438706e-10
253,4XMM J170249.1-484723,255.70546920351,-48.789701686465,4.5610937e-10,5.5736297e-13,2.9877167e-10,8.1970714e-10
254,4XMM J195924.3+114232,299.85131894432,11.709078543456,2.4761607e-10,1.0315557e-12,3.0093308e-10,5.642461e-10
255,4XMM J125737.2-691719,194.40513280017,-69.288779573744,3.1163508e-10,1.1382485e-12,3.0174663e-10,6.489167e-10
256,4XMM J232321.9+584803,350.84262954084,58.8009964322,1.1825119e-10,7.285688e-13,3.0732014e-10,2.3888577e-10
257,4XMM J170249.1-484723,255.70560962199,-48.789702130077,4.80524e-10,7.323137e-13,3.0737804e-10,8.6753527e-10
258,4XMM J182022.0+071108,275.09172513019,7.1856484399398,3.0432382e-10,1.1670804e-12,3.1112923e-10,6.4810474e-10
259,4XMM J011705.0-732636,19.270957983199,-73.443270819522,6.404489e-10,1.8128118e-13,3.1213113e-10,1.0308213e-09
260,4XMM J170249.1-484723,255.70539110208,-48.789815477255,4.891865e-10,7.3526303e-13,3.1398975e-10,8.819945e-10
261,4XMM J181431.0-170942,273.63032276625,-17.159842118698,1.607414e-09,8.566583e-12,3.1541414e-10,2.4440117e-09
262,4XMM J125737.2-691719,194.40486808693,-69.28868473909,3.978144e-10,7.4569046e-13,3.173749e-10,7.692289e-10
263,4XMM J052028.0-715732,80.117069074923,-71.958916539334,3.703536e-10,9.171312e-13,3.1771177e-10,7.6753276e-10
264,4XMM J125737.2-691719,194.40542333889,-69.288608010574,3.97671e-10,9.603653e-13,3.2042916e-10,7.6161066e-10
265,4XMM J172858.6-361436,262.24447970976,-36.243553649098,3.0155697e-10,8.514554e-13,3.3232783e-10,6.9668254e-10
266,4XMM J180827.5-365843,272.11452191082,-36.978487534292,3.2934516e-10,1.4312738e-12,3.394608e-10,1.0243508e-09
267,4XMM J170615.4-430209,256.56418713281,-43.035982364835,9.034276e-10,6.790737e-13,3.397148e-10,1.3934971e-09
268,4XMM J154754.6-623405,236.97788710906,-62.568187390466,2.600234e-10,6.349343e-13,3.415045e-10,6.2357974e-10
269,4XMM J170206.5-295644,255.52727811058,-29.945751858824,4.158958e-10,2.017991e-12,3.4488704e-10,8.6436036e-10
270,4XMM J195959.7+650854,299.99864692012,65.148618765577,1.404011e-10,2.459192e-13,3.5193357e-10,5.018112e-10
271,4XMM J165749.7+352032,254.45853464714,35.34539011707,5.2003857e-10,3.1150178e-12,3.5648642e-10,9.414967e-10
272,4XMM J110427.2+381231,166.11393841387,38.208771775566,1.1026756e-10,2.9844158e-13,3.7933548e-10,5.68833e-10
273,4XMM J110427.2+381231,166.11377587591,38.208942073322,1.3064518e-10,2.4419957e-13,3.8418926e-10,6.405166e-10
274,4XMM J110427.2+381231,166.11276626574,38.208781345503,1.5430579e-10,2.6529365e-13,3.8996661e-10,5.6993615e-10
275,4XMM J181429.7-170935,273.62499776621,-17.15840193297,1.83693e-09,1.9985047e-11,4.020554e-10,2.7600668e-09
276,4XMM J110427.3+381232,166.11400377779,38.209038780375,1.5617432e-10,7.535692e-13,4.1502524e-10,5.6824334e-10
277,4XMM J170907.6-362425,257.28177390548,-36.407199016757,5.582751e-10,9.089351e-13,4.1765835e-10,1.0796506e-09
278,4XMM J173953.3-282955,264.97237278736,-28.498755620824,1.2277015e-09,1.5762337e-12,4.300119e-10,1.851326e-09
279,4XMM J163401.5-472335,248.50660615037,-47.39315339793,5.764492e-09,5.7631634e-12,4.3501044e-10,6.7924977e-09
280,4XMM J110427.2+381231,166.11368652851,38.208984505834,1.1546994e-10,2.900977e-13,4.412712e-10,7.2945405e-10
281,4XMM J180110.8-250439,270.29509902788,-25.077504116801,2.7414973e-09,1.4125166e-11,4.5891638e-10,3.4974013e-09
282,4XMM J232312.6+584830,350.80350526804,58.806875880064,2.3278379e-10,1.434185e-12,4.6072576e-10,7.640463e-10
283,4XMM J175215.0-222031,268.06274073302,-22.342043573768,3.6778308e-10,7.163331e-13,4.6621357e-10,8.5526497e-10
284,4XMM J181431.0-170942,273.62935936527,-17.161840344331,1.2070407e-09,5.5825366e-12,4.7780574e-10,2.0108752e-09
285,4XMM J110427.2+381231,166.11348048828,38.209013729296,1.7539482e-10,5.194003e-13,4.8626225e-10,7.17405e-10
286,4XMM J110427.2+381231,166.11340410015,38.208744982259,1.6069368e-10,6.5510916e-13,4.891827e-10,6.5649447e-10
287,4XMM J165749.7+352032,254.45694299718,35.342055625369,7.957583e-10,3.0756697e-12,5.1549304e-10,1.3988236e-09
288,4XMM J180132.1-203215,270.38391756533,-20.537525568247,1.5087693e-09,9.4822605e-12,5.211719e-10,2.384629e-09
289,4XMM J110427.2+381231,166.11399628183,38.208511478757,1.3233603e-10,3.8439946e-13,5.224694e-10,7.569103e-10
290,4XMM J232339.7+584834,350.91570551262,58.809727317563,1.9301653e-10,2.5729076e-12,5.476243e-10,7.459872e-10
291,4XMM J110427.2+381231,166.11388336847,38.208699206211,1.6407006e-10,2.5401282e-13,5.4925264e-10,8.1278173e-10
292,4XMM J110427.2+381231,166.11367580343,38.208837863192,1.435186e-10,2.8587682e-13,5.6091526e-10,7.287402e-10
293,4XMM J110427.2+381231,166.11420329162,38.209024869981,2.0244675e-10,5.1871056e-13,5.9248145e-10,8.978391e-10
294,4XMM J181431.1-170919,273.62997587337,-17.155337688399,2.4527924e-09,2.658309e-12,5.937766e-10,3.4028886e-09
295,4XMM J110427.2+381231,166.11365981343,38.208801433595,2.242049e-10,6.510353e-13,5.948693e-10,8.0283236e-10
